상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202502A0020479,롯데리아부산,당감점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900104180001,1,대지,418.0,1.0,부산광역시 부산진구 당감동 418-1,262303129011,부산광역시 부산진구 동평로,83.0,,2623010900104180001038792,미래메디칼,부산광역시 부산진구 동평로 83,614821.0,47145,,1,,129.038648220477,35.1656221701462
MA0101202501A0070705,롯데리아부산좌동점,해운대,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350553,좌3동,2635010700,좌동,2635010700112700004,1,대지,1270.0,4.0,부산광역시 해운대구 좌동 1270-4,263503133039,부산광역시 해운대구 좌동순환로,74.0,,2635010700112700004023162,,부산광역시 해운대구 좌동순환로 74,612852.0,48083,,1,,129.167466939802,35.1728829466975
MA0106202401A0009070,한국맥도날드화,명동점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320542,화명2동,2632010200,화명동,2632010200101930001,1,대지,193.0,1.0,부산광역시 북구 화명동 193-1,263202132001,부산광역시 북구 금곡대로,360.0,,2632010200101930001015593,,부산광역시 북구 금곡대로 360,616833.0,46517,,,,129.014421395136,35.2404548128123
MA0106202401A0008872,한국맥도날드원동점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2626010200100650002,1,대지,65.0,2.0,부산광역시 동래구 안락동 65-2,262602006006,부산광역시 동래구 충렬대로,486.0,,2626010200100650002018414,,부산광역시 동래구 충렬대로 486,607825.0,47905,,,,129.110910553117,35.1944103499725
MA0106202401A0009028,한국맥도날드부산온천SKDT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2626010800114310004,1,대지,1431.0,4.0,부산광역시 동래구 온천동 1431-4,262602006006,부산광역시 동래구 충렬대로,121.0,,2626010800114310004000001,,부산광역시 동래구 충렬대로 121,607837.0,47733,,,,129.073913638838,35.2064404551276
MA0106202401A0009304,한국맥도날드서면,3호점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300101720006,1,대지,172.0,6.0,부산광역시 부산진구 부전동 172-6,262304187689,부산광역시 부산진구 중앙대로692번길,33.0,,2623010300101720006019911,,부산광역시 부산진구 중앙대로692번길 33,614845.0,47295,,,,129.061085744925,35.1545725968831
MA0106202412A0011480,비케이알버거킹부산연산DT점,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101040015,1,대지,104.0,15.0,부산광역시 연제구 연산동 104-15,264703006054,부산광역시 연제구 과정로,352.0,,2647010200101040015011574,,부산광역시 연제구 과정로 352,611811.0,47559,,,,129.090181978714,35.1913186416835
MA0106202401A0009065,한국맥도날드부산,시청점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200113640002,1,대지,1364.0,2.0,부산광역시 연제구 연산동 1364-2,264702000010,부산광역시 연제구 중앙대로,1031.0,,2647010200113640002024714,,부산광역시 연제구 중앙대로 1031,611830.0,47542,,,,129.077026034164,35.1807762805965
MA0106202401A0009269,한국맥도날드,개금점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26230,부산진구,26230750,개금2동,2623011100,개금동,2623011100106180002,1,대지,618.0,2.0,부산광역시 부산진구 개금동 618-2,262303129020,부산광역시 부산진구 복지로,70.0,,2623011100106180002008314,개금현대아이파크아파트,부산광역시 부산진구 복지로 70,614771.0,47387,,,,129.019641773555,35.1474576593738
MA0106202401A0008824,맥도날드화,명동점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320542,화명2동,2632010200,화명동,2632010200101930001,1,대지,193.0,1.0,부산광역시 북구 화명동 193-1,263202132001,부산광역시 북구 금곡대로,360.0,,2632010200101930001015593,,부산광역시 북구 금곡대로 360,616833.0,46517,,,,129.014421395136,35.2404548128123
MA0106202401A0009027,한국맥도날드부산정관DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107200003,1,대지,720.0,3.0,부산광역시 기장군 정관읍 매학리 720-3,267103140047,부산광역시 기장군 정관읍 정관로,584.0,,2671025622107200003000001,,부산광역시 기장군 정관읍 정관로 584,619963.0,46017,,,,129.177374331646,35.3206252818249
MA0106202401A0009219,한국맥도날드,가야점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000100500004,1,대지,50.0,4.0,부산광역시 부산진구 가야동 50-4,262302006015,부산광역시 부산진구 가야대로,607.0,,2623011000100500001050915,,부산광역시 부산진구 가야대로 607,614800.0,47273,,,,129.038402653664,35.1553440011189
MA0106202401A0009286,한국맥도날드부산송정DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26350,해운대구,26350560,송정동,2635010800,송정동,2635010800101300006,1,대지,130.0,6.0,부산광역시 해운대구 송정동 130-6,263502006010,부산광역시 해운대구 해운대로,1118.0,,2635010800101300006000025,,부산광역시 해운대구 해운대로 1118,612040.0,48071,,,,129.202180910247,35.1851156762273
MA0106202401A0008933,한국맥도날드부산덕천DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320560,덕천2동,2632010400,덕천동,2632010400105540001,1,대지,554.0,1.0,부산광역시 북구 덕천동 554-1,263202132001,부산광역시 북구 금곡대로,107.0,,2632010400105540001008471,,부산광역시 북구 금곡대로 107,616817.0,46543,,,,129.006443337062,35.2193559903029
MA0106202401A0009087,한국맥도날드,시청점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200113640002,1,대지,1364.0,2.0,부산광역시 연제구 연산동 1364-2,264702000010,부산광역시 연제구 중앙대로,1031.0,,2647010200113640002024714,,부산광역시 연제구 중앙대로 1031,611830.0,47542,,,,129.077026034164,35.1807762805965
MA0106202401A0008674,한국맥도날드부산대,2호점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26410,금정구,26410610,장전2동,2641010800,장전동,2641010800103020009,1,대지,302.0,9.0,부산광역시 금정구 장전동 302-9,264104205109,부산광역시 금정구 금정로60번길,24.0,,2641010800103020009017297,,부산광역시 금정구 금정로60번길 24,609392.0,46292,,,,129.087482061378,35.2295018984243
MA0106202401A0009103,한국맥도날드부산초량DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26170,동구,26170530,초량3동,2617010100,초량동,2617010100111980006,1,대지,1198.0,6.0,부산광역시 동구 초량동 1198-6,261704181419,부산광역시 동구 중앙대로226번길,3.0,7.0,2617010100111980006003043,,부산광역시 동구 중앙대로226번길 3-7,601838.0,48733,,,,129.041595684665,35.1175673067884
MA0106202401A0009125,한국맥도날드,달맞이점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117770005,1,대지,1777.0,5.0,부산광역시 해운대구 중동 1777-5,263503133039,부산광역시 해운대구 좌동순환로,455.0,,2635010600117770005009548,,부산광역시 해운대구 좌동순환로 455,612851.0,48097,,,,129.170904396521,35.1618274655549
MA0106202203A0046269,롯데리아롯데월드,부산점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26710,기장군,26710250,기장읍,2671025033,기장읍,2671025033200460000,2,산,46.0,,부산광역시 기장군 기장읍 시랑리 산 46,267103350834,부산광역시 기장군 기장읍 동부산관광로,42.0,,2671025033200460000000010,,부산광역시 기장군 기장읍 동부산관광로 42,619902.0,46083,,,,129.21297035629,35.1960298235529
MA0106202401A0009084,한국맥도날드부산범전DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010500,범전동,2623010500103830025,1,대지,383.0,25.0,부산광역시 부산진구 범전동 383-25,262302000010,부산광역시 부산진구 중앙대로,823.0,,2623010500103830025000001,,부산광역시 부산진구 중앙대로 823,614825.0,47249,,,,129.064364590886,35.1653487074568
MA0106202211A0010599,비케이알버거킹김해공항DT점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26440,강서구,26440520,대저2동,2644010200,대저2동,2644010200119820015,1,대지,1982.0,15.0,부산광역시 강서구 대저2동 1982-15,264403136003,부산광역시 강서구 공항로,779.0,,2644010200119820015000001,,부산광역시 강서구 공항로 779,618807.0,46720,,,,128.958289067215,35.1763566689117
MA0106202204A0010571,버거킹부산신평DT점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26380,사하구,26380572,신평2동,2638010400,신평동,2638010400103700043,1,대지,370.0,43.0,부산광역시 사하구 신평동 370-43,263802006011,부산광역시 사하구 을숙도대로,564.0,,2638010400103700043000001,,부산광역시 사하구 을숙도대로 564,604032.0,49472,,,,128.967188843496,35.0851027916114
MA0106202409A0009022,한국맥도날드,동아대점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300104920001,1,대지,492.0,1.0,부산광역시 사하구 하단동 492-1,263802006002,부산광역시 사하구 낙동대로,548.0,,2638010300104920001024603,,부산광역시 사하구 낙동대로 548,604851.0,49324,,,,128.964491163649,35.1129481829147
MA0106202401A0008746,한국맥도날드부산엄궁,디티점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800103670003,1,대지,367.0,3.0,부산광역시 사상구 엄궁동 367-3,265302006002,부산광역시 사상구 낙동대로,745.0,,2653010800103670003032323,,부산광역시 사상구 낙동대로 745,617831.0,47032,,,,128.969055113859,35.1280500478883
MA0106202401A0009001,한국맥도날드,만덕점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320573,만덕3동,2632010300,만덕동,2632010300107590003,1,대지,759.0,3.0,부산광역시 북구 만덕동 759-3,263203132005,부산광역시 북구 덕천로,179.0,,2632010300107610009006044,,부산광역시 북구 덕천로 179,616829.0,46570,,,,129.024037303558,35.2114662118085
MA0106202404A0011104,비케이알버거킹부산서동S점,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,26,부산광역시,26410,금정구,26410520,서2동,2641011000,서동,2641011000102020002,1,대지,202.0,2.0,부산광역시 금정구 서동 202-2,264103135033,부산광역시 금정구 서동로,168.0,,2641011000102020002000001,,부산광역시 금정구 서동로 168,609849.0,46327,,,,129.104774765072,35.2144325522778
MA0106202409A0008607,한국맥도날드부산하단DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26380,사하구,26380561,하단1동,2638010300,하단동,2638010300106190020,1,대지,619.0,20.0,부산광역시 사하구 하단동 619-20,263802006002,부산광역시 사하구 낙동대로,431.0,,2638010300106190020000001,,부산광역시 사하구 낙동대로 431,604848.0,49408,,,,128.970991300456,35.1041552037299
MA0106202202A0010620,비케이알버거킹부산수안역점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060013,1,대지,506.0,13.0,부산광역시 동래구 명륜동 506-13,262602006006,부산광역시 동래구 충렬대로,194.0,,2626010700105060013014339,,부산광역시 동래구 충렬대로 194,607804.0,47815,,,,129.080982260463,35.2029127711427
MA0106202202A0010557,비케이알버거킹부산,개금점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2623011100101710012,1,대지,171.0,12.0,부산광역시 부산진구 개금동 171-12,262302006015,부산광역시 부산진구 가야대로,484.0,1.0,2623011100101710012048429,,부산광역시 부산진구 가야대로 484-1,614813.0,47324,,,,129.02500908007,35.1528561681142
MA0106202412A0011478,비케이알버거킹부산,경성대점,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600104060001,1,대지,406.0,1.0,부산광역시 남구 대연동 406-1,262903131037,부산광역시 남구 수영로,295.0,,2629010600104060001000967,,부산광역시 남구 수영로 295,608810.0,48434,,,,129.098313729058,35.1369825655008
MA0106202401A0008551,한국맥도날드동아대학점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300104920001,1,대지,492.0,1.0,부산광역시 사하구 하단동 492-1,263802006002,부산광역시 사하구 낙동대로,548.0,,2638010300104920001024603,,부산광역시 사하구 낙동대로 548,604851.0,49324,,,,128.964491163649,35.1129481829147
MA0106202401A0009378,한국맥도날드부산다대DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600111600012,1,대지,1160.0,12.0,부산광역시 사하구 다대동 1160-12,263803134007,부산광역시 사하구 다대로,532.0,1.0,2638010600111610010000001,,부산광역시 사하구 다대로 532-1,604823.0,49493,,,,128.97149912636,35.0587450528518
MA0106202401A0009349,맥도날드부산영도DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26200,영도구,26200590,봉래1동,2620011700,봉래동3가,2620011700100820002,1,대지,82.0,2.0,부산광역시 영도구 봉래동3가 82-2,262003006003,부산광역시 영도구 태종로,150.0,,2620011700100820002002069,,부산광역시 영도구 태종로 150,606063.0,49059,,,,129.045485640265,35.0928546532651
MA0106202208A0519055,케이에프씨KFC수영역,코리아,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26500,수영구,26500780,광안3동,2650010400,광안동,2650010400100510001,1,대지,51.0,1.0,부산광역시 수영구 광안동 51-1,265003131037,부산광역시 수영구 수영로,700.0,,2650010400100510001015275,베스테이센트럴뷰,부산광역시 수영구 수영로 700,613800.0,48266,,,,129.116126680437,35.1673839543669
MA0106202201A0045997,롯데리아백병원,해운대,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350554,좌4동,2635010700,좌동,2635010700114350000,1,대지,1435.0,,부산광역시 해운대구 좌동 1435,263502006010,부산광역시 해운대구 해운대로,875.0,,2635010700114350000000001,,부산광역시 해운대구 해운대로 875,612896.0,48108,,,,129.182172211768,35.1732586124399
MA0106202201A0045977,롯데리아부산사상,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105260007,1,대지,526.0,7.0,부산광역시 사상구 괘법동 526-7,265303132023,부산광역시 사상구 사상로,211.0,,2653010400105260007018648,,부산광역시 사상구 사상로 211,617808.0,46963,,,,128.983396974066,35.1639713745536
MA0106202201A0010543,비케이알버거킹,부산하단역점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300105280011,1,대지,528.0,11.0,부산광역시 사하구 하단동 528-11,263803006030,부산광역시 사하구 낙동남로,1427.0,,2638010300105280011033622,,부산광역시 사하구 낙동남로 1427,604746.0,49310,,,,128.967706228735,35.1066327775331
MA0106202201A0046245,롯데지알에스롯데리아서면지하상가,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300105760001,1,대지,576.0,1.0,부산광역시 부산진구 부전동 576-1,262304187394,부산광역시 부산진구 부전로95번길,35.0,,2623010300104230000012092,,부산광역시 부산진구 부전로95번길 35,614881.0,47258,,,,129.052729532684,35.1586976604209
MA0106202201A0010681,버거킹부산센텀오일뱅크점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350650,재송1동,2635010400,재송동,2635010400103670001,1,대지,367.0,1.0,부산광역시 해운대구 재송동 367-1,263502006010,부산광역시 해운대구 해운대로,179.0,,2635010400103670001026893,,부산광역시 해운대구 해운대로 179,612828.0,48056,,,,129.123560382315,35.1818884518001
MA0106202201A0010547,버거킹부산,센텀시티점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114880000,1,대지,1488.0,,부산광역시 해운대구 우동 1488,263503133018,부산광역시 해운대구 센텀동로,25.0,,2635010500114880000000001,대우월드마크센텀,부산광역시 해운대구 센텀동로 25,612897.0,48059,,,,129.131433071173,35.1719095930131
MA0106202201A0010708,버거킹부산서부비케이알,터미널점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105330001,1,대지,533.0,1.0,부산광역시 사상구 괘법동 533-1,265303132023,부산광역시 사상구 사상로,201.0,,2653010400105330001000242,,부산광역시 사상구 사상로 201,617807.0,46969,,,,128.980984606691,35.1631457315728
MA0106202201A0010674,비케이알버거킹부산,양정점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230560,양정1동,2623010100,양정동,2623010100103530012,1,대지,353.0,12.0,부산광역시 부산진구 양정동 353-12,262302000010,부산광역시 부산진구 중앙대로,900.0,,2623010100103530012000001,,부산광역시 부산진구 중앙대로 900,614853.0,47229,,,,129.069674289699,35.1704757833766
MA0106202201A0521685,KFC부산서면,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300102410017,1,대지,241.0,17.0,부산광역시 부산진구 부전동 241-17,262302000010,부산광역시 부산진구 중앙대로,681.0,1.0,2623010300102410017014115,,부산광역시 부산진구 중앙대로 681-1,614846.0,47289,,,,129.058845031875,35.1536104185392
MA0106202201A0521644,KFC부산,장산역점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2635010700103870000,1,대지,387.0,,부산광역시 해운대구 좌동 387,263503133010,부산광역시 해운대구 세실로,86.0,,2635010700103870000007227,,부산광역시 해운대구 세실로 86,612835.0,48107,,,,129.176561570595,35.1723413191741
MA0106202201A0046163,롯데리아부산화명,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122710006,1,대지,2271.0,6.0,부산광역시 북구 화명동 2271-6,263203132027,부산광역시 북구 화명신도시로,127.0,,2632010200122710006008634,,부산광역시 북구 화명신도시로 127,616852.0,46524,,,,129.01059378021,35.2353548304879
MA0106202201A0046050,롯데리아메가마트,동래점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506.0,3.0,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197.0,,2626010700105060003000040,,부산광역시 동래구 충렬대로 197,607804.0,47737,,,,129.081133844024,35.2045502617048
MA0106202201A0010602,비케이알버거킹부산용호분포SK,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26290,남구,26290570,용호1동,2629010700,용호동,2629010700103690025,1,대지,369.0,25.0,부산광역시 남구 용호동 369-25,262903131025,부산광역시 남구 용호로,116.0,,2629010700103690025027967,,부산광역시 남구 용호로 116,608833.0,48527,,,,129.111949372058,35.1221108301488
MA0106202201A0010489,버거킹부산,화명점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122770003,1,대지,2277.0,3.0,부산광역시 북구 화명동 2277-3,263202132002,부산광역시 북구 화명대로,44.0,,2632010200122770003017578,,부산광역시 북구 화명대로 44,616852.0,46526,,,,129.01299655698,35.2343596476477
MA0106202309A0046014,롯데리아김해공항국제선,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26440,강서구,26440520,대저2동,2644010200,대저2동,2644010200123500001,1,대지,2350.0,1.0,부산광역시 강서구 대저2동 2350-1,264403136004,부산광역시 강서구 공항진입로,108.0,,2644010200121920000000001,,부산광역시 강서구 공항진입로 108,618807.0,46718,,,,128.946968046228,35.1729255006398
MA0106202401A0008580,한국맥도날드,경성대점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600100720023,1,대지,72.0,23.0,부산광역시 남구 대연동 72-23,262903131037,부산광역시 남구 수영로,304.0,,2629010600100720023000493,대승타워,부산광역시 남구 수영로 304,608805.0,48499,,,,129.099515511256,35.1367905221734
MA0106202401A0009198,한국맥도날드DT점,해운대,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500106260013,1,대지,626.0,13.0,부산광역시 해운대구 우동 626-13,263504199275,부산광역시 해운대구 해운대로570번길,51.0,,2635010500106260013000001,,부산광역시 해운대구 해운대로570번길 51,612821.0,48094,,,,129.159634457423,35.1601546074748
MA0106202401A0009303,한국맥도날드범일sk점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400108280008,1,대지,828.0,8.0,부산광역시 동구 범일동 828-8,261703127052,부산광역시 동구 자성로,127.0,,2617010400108280008000001,,부산광역시 동구 자성로 127,601807.0,48743,,,,129.064086107095,35.1373903922985
MA0106202401A0009225,한국맥도날드부산초량DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26170,동구,26170530,초량3동,2617010100,초량동,2617010100111980004,1,대지,1198.0,4.0,부산광역시 동구 초량동 1198-4,261702000010,부산광역시 동구 중앙대로,230.0,,2617010100111980004022429,,부산광역시 동구 중앙대로 230,601838.0,48733,,,,129.04158045017,35.1173963410113
MA0106202401A0008852,한국맥도날드토곡점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200103990010,1,대지,399.0,10.0,부산광역시 연제구 연산동 399-10,264703006054,부산광역시 연제구 과정로,226.0,,2647010200103990010000046,,부산광역시 연제구 과정로 226,611817.0,47565,,,,129.102527463273,35.1881761105606
MA0106202401A0008543,한국맥도날드부산,덕천점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320560,덕천2동,2632010400,덕천동,2632010400105540001,1,대지,554.0,1.0,부산광역시 북구 덕천동 554-1,263202132001,부산광역시 북구 금곡대로,107.0,,2632010400105540001008471,,부산광역시 북구 금곡대로 107,616817.0,46543,,,,129.006443337062,35.2193559903029
MA0106202401A0008666,한국맥도날드,만덕점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26320,북구,26320573,만덕3동,2632010300,만덕동,2632010300107610010,1,대지,761.0,10.0,부산광역시 북구 만덕동 761-10,263204196192,부산광역시 북구 만덕대로178번길,27.0,,2632010300107610010010571,,부산광역시 북구 만덕대로178번길 27,616829.0,46570,,,,129.024426362901,35.2120995295181
MA0106202401A0009458,한국맥도날드좌동점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26350,해운대구,26350554,좌4동,2635010700,좌동,2635010700114070005,1,대지,1407.0,5.0,부산광역시 해운대구 좌동 1407-5,263503133039,부산광역시 해운대구 좌동순환로,181.0,,2635010700114070005011053,,부산광역시 해운대구 좌동순환로 181,612863.0,48075,,,,129.176020326456,35.1779741427115
MA0106202401A0008509,한국맥도날드부산남천DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500100300004,1,대지,30.0,4.0,부산광역시 수영구 남천동 30-4,265003131037,부산광역시 수영구 수영로,470.0,,2650010500100300004013872,,부산광역시 수영구 수영로 470,613815.0,48314,,,,129.110739032735,35.1478779265379
MA0106202401A0008723,한국맥도날드부산교대DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26470,연제구,26470610,거제1동,2647010100,거제동,2647010100100010001,1,대지,1.0,1.0,부산광역시 연제구 거제동 1-1,264702000010,부산광역시 연제구 중앙대로,1179.0,,2647010100100010001001073,,부산광역시 연제구 중앙대로 1179,611800.0,47522,,,,129.079527900876,35.1928088055196
MA0106202401A0009012,한국맥도날드,주례점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26530,사상구,26530660,주례2동,2653010600,주례동,2653010600100600010,1,대지,60.0,10.0,부산광역시 사상구 주례동 60-10,265302006015,부산광역시 사상구 가야대로,368.0,,2653010600100600010010049,,부산광역시 사상구 가야대로 368,617833.0,47006,,,,129.012728772519,35.1509881744397
MA0106202401A0008978,한국맥도날드부산기장DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,26,부산광역시,26710,기장군,26710250,기장읍,2671025027,기장읍,2671025027101120001,1,대지,112.0,1.0,부산광역시 기장군 기장읍 청강리 112-1,267102006018,부산광역시 기장군 기장읍 기장대로,500.0,,2671025027101120001000002,,부산광역시 기장군 기장읍 기장대로 500,619906.0,46080,,,,129.220558914941,35.2396583645256
